geoid10,dorm_share,military_share,other_share
530330058014053,0.00,0.00,1.00
530330058014054,0.00,0.00,1.00
530330058014055,0.00,0.00,1.00
530330058014056,0.00,0.00,1.00
530330058014057,0.00,0.00,1.00
530330058014058,0.00,0.00,1.00
530330058014059,0.00,0.00,1.00
530330058014060,0.00,0.00,1.00
530330058014061,0.00,0.00,1.00
530330058014062,0.00,0.00,1.00
530330058021000,0.00,0.00,1.00
530330058021001,0.00,0.00,1.00
530330058021002,0.00,0.00,1.00
530330058021003,0.00,0.00,1.00
530330058021004,0.00,0.00,1.00
530330058021005,0.00,0.00,1.00
530330058021006,0.00,0.00,1.00
530330058021007,0.00,0.00,1.00
530330058021008,0.00,0.00,1.00
530330058021009,0.00,0.00,1.00
530330058021010,0.00,0.00,1.00
530330058021011,0.00,0.00,1.00
530330058021012,0.00,0.00,1.00
530330058021013,0.00,0.00,1.00
530330058021014,0.00,0.00,1.00
530330058021015,0.00,0.00,1.00
530330058021016,0.00,0.00,1.00
530330058021017,0.00,0.00,1.00
530330058021018,0.00,0.00,1.00
530330058021019,0.00,0.00,1.00
530330058021020,0.00,0.00,1.00
530330058021021,0.00,0.00,1.00
530330058022000,0.00,0.00,1.00
530330058022001,0.00,0.00,1.00
530330058022002,0.00,0.00,1.00
530330058022003,0.00,0.00,1.00
530330058022004,0.00,0.00,1.00
530330058022005,0.00,0.00,1.00
530330058022006,0.00,0.00,1.00
530330058022007,0.00,0.00,1.00
530330058022008,0.00,0.00,1.00
530330058022009,0.00,0.00,1.00
530330058022010,0.00,0.00,1.00
530330058022011,0.00,0.00,1.00
530330058022012,0.00,0.00,1.00
530330058022013,0.00,0.00,1.00
530330058022014,0.00,0.00,1.00
530330058022015,0.00,0.00,1.00
530330058022016,0.00,0.00,1.00
530330058022017,0.00,0.00,1.00
530330058022018,0.00,0.00,1.00
530330058022019,0.00,0.00,1.00
530330058022020,0.00,0.00,1.00
530330058022021,0.00,0.00,1.00
530330058022022,0.00,0.00,1.00
530330058022023,0.00,0.00,1.00
530330058022024,0.00,0.00,1.00
530330058022025,0.00,0.00,1.00
530330058022026,0.00,0.00,1.00
530330058022027,0.00,0.00,1.00
530330058022028,0.00,0.00,1.00
530330058022029,0.00,0.00,1.00
530330058022030,0.00,0.00,1.00
530330058022031,0.00,0.00,1.00
530330058023000,0.00,0.00,1.00
530330058023001,0.00,0.00,1.00
530330058023002,0.00,0.00,1.00
530330058023003,0.00,0.00,1.00
530330058023004,0.00,0.00,1.00
530330058023005,0.00,0.00,1.00
530330058023006,0.00,0.00,1.00
530330058023007,0.00,0.00,1.00
530330058023008,0.00,0.00,1.00
530330058023009,0.00,0.00,1.00
530330058023010,0.00,0.00,1.00
530330058023011,0.00,0.00,1.00
530330058023012,0.00,0.00,1.00
530330058023013,0.00,0.00,1.00
530330058023014,0.00,0.00,1.00
530330058023015,0.00,0.00,1.00
530330058023016,0.00,0.00,1.00
530330058023017,0.00,0.00,1.00
530330058023018,0.00,0.00,1.00
530330058023019,0.00,0.00,1.00
530330058023020,0.00,0.00,1.00
530330058023021,0.00,0.00,1.00
530330058023022,0.00,0.00,1.00
530330058023023,0.00,0.00,1.00
530330058023024,0.00,0.00,1.00
530330058023025,0.00,0.00,1.00
530330058023026,0.00,0.00,1.00
530330058023027,0.00,0.00,1.00
530330058023028,0.00,0.00,1.00
530330058023029,0.00,0.00,1.00
530330058023030,0.00,0.00,1.00
530330058023031,0.00,0.00,1.00
530330058023032,0.00,0.00,1.00
530330058023033,0.00,0.00,1.00
530330058023034,0.00,0.00,1.00
530330058023035,0.00,0.00,1.00
530330058023036,0.00,0.00,1.00
530330058023037,0.00,0.00,1.00
530330058023038,0.00,0.00,1.00
530330058023039,0.00,0.00,1.00
530330058023040,0.00,0.00,1.00
530330058023041,0.00,0.00,1.00
530330058023042,0.00,0.00,1.00
530330058023043,0.00,0.00,1.00
530330058023044,0.00,0.00,1.00
530330058023045,0.00,0.00,1.00
530330058023046,0.00,0.00,1.00
530330058023047,0.00,0.00,1.00
530330058023048,0.00,0.00,1.00
530330058023049,0.00,0.00,1.00
530330058023050,0.00,0.00,1.00
530330058023051,0.00,0.00,1.00
530330058023052,0.00,0.00,1.00
530330058023053,0.00,0.71,0.29
530330058023054,0.00,0.00,1.00
530330058023055,0.00,0.00,1.00
530330058023056,0.00,0.00,1.00
530330058023057,0.00,0.00,1.00
530330058023058,0.00,0.00,1.00
530330058023059,0.00,0.00,1.00
530330058023060,0.00,0.00,1.00
530330058023061,0.00,0.00,1.00
530330058023062,0.00,0.00,1.00
530330058023063,0.00,0.00,1.00
530330058023064,0.00,0.00,1.00
530330058023065,0.00,0.00,1.00
530330058023066,0.00,0.00,1.00
530330058023067,0.00,0.00,1.00
530330058023068,0.00,0.00,1.00
530330058023069,0.00,0.00,1.00
530330058023070,0.00,0.00,1.00
530330058023071,0.00,0.00,1.00
530330058023072,0.00,0.00,1.00
530330058023073,0.00,0.00,1.00
530330058023074,0.00,0.00,1.00
530330058023075,0.00,0.00,1.00
530330058023076,0.00,0.00,1.00
530330058023077,0.00,0.00,1.00
530330058023078,0.00,0.00,1.00
530330058023079,0.00,0.00,1.00
530330058023080,0.00,0.00,1.00
530330059001000,0.00,0.00,1.00
530330059001001,0.00,0.00,1.00
530330059001002,0.00,0.00,1.00
530330059001003,0.00,0.00,1.00
530330059001004,0.00,0.00,1.00
530330059001005,0.00,0.00,1.00
530330059001006,0.00,0.00,1.00
530330059001007,0.00,0.00,1.00
530330059001008,0.00,0.00,1.00
530330059001009,0.00,0.00,1.00
530330059001010,0.00,0.00,1.00
530330059001011,0.00,0.00,1.00
530330059001012,0.00,0.00,1.00
530330059001013,0.00,0.00,1.00
530330059001014,0.00,0.00,1.00
530330059001015,0.00,0.00,1.00
530330059001016,0.00,0.00,1.00
530330059001017,0.00,0.00,1.00
530330059001018,0.00,0.00,1.00
530330059001019,0.00,0.00,1.00
530330059001020,0.00,0.00,1.00
530330059001021,0.00,0.00,1.00
530330059001022,0.00,0.00,1.00
530330059001023,0.00,0.00,1.00
530330059001024,0.00,0.00,1.00
530330059001025,0.00,0.00,1.00
530330059001026,0.00,0.00,1.00
530330059001027,0.00,0.00,1.00
530330059001028,0.00,0.00,1.00
530330059001029,1.00,0.00,0.00
530330059001030,1.00,0.00,0.00
530330059001031,1.00,0.00,0.00
530330059001032,0.00,0.00,1.00
530330059001033,0.00,0.00,1.00
530330059002000,0.00,0.00,1.00
530330059002001,0.00,0.00,1.00
530330059002002,0.00,0.00,1.00
530330059002003,0.00,0.00,1.00
530330059002004,0.00,0.00,1.00
530330059002005,0.00,0.00,1.00
530330059002006,0.00,0.00,1.00
530330059002007,0.00,0.00,1.00
530330059002008,0.00,0.00,1.00
530330059002009,0.00,0.00,1.00
530330059002010,0.00,0.00,1.00
530330059002011,0.00,0.00,1.00
530330059002012,0.00,0.00,1.00
530330059002013,0.00,0.00,1.00
530330059002014,0.00,0.00,1.00
530330059002015,0.00,0.00,1.00
530330059002016,0.00,0.00,1.00
530330059002017,0.00,0.00,1.00
530330059002018,0.00,0.00,1.00
530330059002019,0.00,0.00,1.00
530330059002020,0.00,0.00,1.00
530330059002021,0.00,0.00,1.00
530330059003000,1.00,0.00,0.00
530330059003001,0.00,0.00,1.00
530330059003002,0.00,0.00,1.00
530330059003003,1.00,0.00,0.00
530330059003004,0.00,0.00,1.00
530330059003005,0.00,0.00,1.00
530330059003006,0.00,0.00,1.00
530330059003007,1.00,0.00,0.00
530330059003008,1.00,0.00,0.00
530330059003009,0.00,0.00,1.00
530330059003010,0.00,0.00,1.00
530330059003011,0.00,0.00,1.00
530330059003012,1.00,0.00,0.00
530330059003013,0.00,0.00,1.00
530330059003014,0.00,0.00,1.00
530330059003015,0.00,0.00,1.00
530330059004000,0.00,0.00,1.00
530330059004001,0.00,0.00,1.00
530330059004002,0.00,0.00,1.00
530330059004003,0.00,0.00,1.00
530330059004004,0.00,0.00,1.00
530330059004005,0.00,0.00,1.00
530330059004006,0.00,0.00,1.00
530330059004007,0.00,0.00,1.00
530330059004008,0.00,0.00,1.00
530330059004009,0.00,0.00,1.00
530330059004010,0.00,0.00,1.00
530330059004011,0.00,0.00,1.00
530330059004012,0.00,0.00,1.00
530330059004013,0.00,0.00,1.00
530330059004014,0.00,0.00,1.00
530330059004015,0.00,0.00,1.00
530330059004016,0.00,0.00,1.00
530330059004017,0.00,0.00,1.00
530330059004018,0.00,0.00,1.00
530330059004019,0.00,0.00,1.00
530330059004020,0.00,0.00,1.00
530330059004021,0.00,0.00,1.00
530330059004022,0.00,0.00,1.00
530330059004023,0.00,0.00,1.00
530330059004024,0.00,0.00,1.00
530330059004025,0.00,0.00,1.00
530330059004026,0.00,0.00,1.00
530330059004027,0.00,0.00,1.00
530330059004028,0.00,0.00,1.00
530330059004029,0.00,0.00,1.00
530330059004030,0.00,0.00,1.00
530330059004031,0.00,0.00,1.00
530330059004032,0.00,0.00,1.00
530330059004033,0.00,0.00,1.00
530330059004034,0.00,0.00,1.00
530330059004035,0.00,0.00,1.00
530330059004036,0.00,0.00,1.00
530330059004037,0.00,0.00,1.00
530330059004038,0.00,0.00,1.00
530330059004039,0.00,0.00,1.00
530330059005000,0.00,0.00,1.00
530330059005001,0.00,0.00,1.00
530330059005002,0.00,0.00,1.00
530330059005003,0.00,0.00,1.00
530330059005004,0.00,0.00,1.00
530330059005005,1.00,0.00,0.00
530330059005006,0.00,0.00,1.00
530330059005007,0.00,0.00,1.00
530330059005008,0.00,0.00,1.00
530330059005009,0.00,0.00,1.00
530330059005010,0.00,0.00,1.00
530330059005011,0.00,0.00,1.00
530330059005012,0.00,0.00,1.00
530330059005013,0.00,0.00,1.00
530330059005014,0.00,0.00,1.00
530330059005015,0.00,0.00,1.00
530330059005016,0.00,0.00,1.00
530330059005017,0.00,0.00,1.00
530330059005018,0.00,0.00,1.00
530330059005019,0.00,0.00,1.00
530330059005020,0.00,0.00,1.00
530330059005021,0.00,0.00,1.00
530330059005022,0.00,0.00,1.00
530330059005023,0.00,0.00,1.00
530330059005024,0.00,0.00,1.00
530330059005025,0.00,0.00,1.00
530330059005026,0.00,0.00,1.00
530330059005027,0.00,0.00,1.00
530330059005028,0.00,0.00,1.00
530330059005029,0.00,0.00,1.00
530330059005030,0.00,0.00,1.00
530330059005031,0.00,0.00,1.00
530330060001000,0.00,0.00,1.00
530330060001001,0.00,0.00,1.00
530330060001002,0.00,0.00,1.00
530330060001003,0.00,0.00,1.00
530330060001004,0.00,0.00,1.00
530330060001005,0.00,0.00,1.00
530330060001006,0.00,0.00,1.00
530330060001007,0.00,0.00,1.00
530330060001008,0.00,0.00,1.00
530330060001009,0.00,0.00,1.00
530330060001010,0.00,0.00,1.00
530330060001011,0.00,0.00,1.00
530330060001012,0.00,0.00,1.00
530330060001013,0.00,0.00,1.00
530330060001014,0.00,0.00,1.00
530330060001015,0.00,0.00,1.00
530330060001016,0.00,0.00,1.00
530330060001017,0.00,0.00,1.00
530330060001018,0.00,0.00,1.00
530330060002000,0.00,0.00,1.00
530330060002001,0.00,0.00,1.00
530330060002002,0.00,0.00,1.00
530330060002003,0.00,0.00,1.00
530330060002004,0.00,0.00,1.00
530330060002005,0.00,0.00,1.00
530330060002006,0.00,0.00,1.00
530330060002007,0.00,0.00,1.00
530330060002008,0.00,0.00,1.00
530330060002009,0.00,0.00,1.00
530330060002010,0.00,0.00,1.00
530330060002011,0.00,0.00,1.00
530330060002012,0.00,0.00,1.00
530330060002013,0.00,0.00,1.00
530330060002014,0.00,0.00,1.00
530330060002015,0.00,0.00,1.00
530330060002016,0.00,0.00,1.00
530330060002017,0.00,0.00,1.00
530330060002018,0.00,0.00,1.00
530330060002019,0.00,0.00,1.00
530330060002020,0.00,0.00,1.00
530330060002021,0.00,0.00,1.00
530330060002022,0.00,0.00,1.00
530330060002023,0.00,0.00,1.00
530330060002024,0.00,0.00,1.00
530330060002025,0.00,0.00,1.00
530330060002026,0.00,0.00,1.00
530330060002027,0.00,0.00,1.00
530330060002028,0.00,0.00,1.00
530330060002029,0.00,0.00,1.00
530330060002030,0.00,0.00,1.00
530330060002031,0.00,0.00,1.00
530330060002032,0.00,0.00,1.00
530330060002033,0.00,0.00,1.00
530330060002034,0.00,0.00,1.00
530330060002035,0.00,0.00,1.00
530330060002036,0.00,0.00,1.00
530330060002037,0.00,0.00,1.00
530330060002038,0.00,0.00,1.00
530330060002039,0.00,0.00,1.00
530330060002040,0.00,0.00,1.00
530330060002041,0.00,0.00,1.00
530330060002042,0.00,0.00,1.00
530330060002043,0.00,0.00,1.00
530330060002044,0.00,0.00,1.00
530330060002045,0.00,0.00,1.00
530330060002046,0.00,0.00,1.00
530330060002047,0.00,0.00,1.00
530330060002048,0.00,0.00,1.00
530330060003000,0.00,0.00,1.00
530330060003001,0.00,0.00,1.00
530330060003002,0.00,0.00,1.00
530330060003003,0.00,0.00,1.00
530330060003004,0.00,0.00,1.00
530330060003005,0.00,0.00,1.00
530330060003006,0.00,0.00,1.00
530330060003007,0.00,0.00,1.00
530330060003008,0.00,0.00,1.00
530330060003009,0.00,0.00,1.00
530330060003010,0.00,0.00,1.00
530330060003011,0.00,0.00,1.00
530330060003012,0.00,0.00,1.00
530330060003013,0.00,0.00,1.00
530330060003014,0.00,0.00,1.00
530330060003015,0.00,0.00,1.00
530330060003016,0.00,0.00,1.00
530330060003017,0.00,0.00,1.00
530330060003018,0.00,0.00,1.00
530330060003019,0.00,0.00,1.00
530330060003020,0.00,0.00,1.00
530330060003021,0.00,0.00,1.00
530330060003022,0.00,0.00,1.00
530330060003023,0.00,0.00,1.00
530330060003024,0.00,0.00,1.00
530330060003025,0.00,0.00,1.00
530330060004000,0.00,0.00,1.00
530330060004001,0.00,0.00,1.00
530330060004002,0.00,0.00,1.00
530330060004003,0.00,0.00,1.00
530330060004004,1.00,0.00,0.00
530330060004005,1.00,0.00,0.00
530330060004006,0.00,0.00,1.00
530330060004007,0.00,0.00,1.00
530330060004008,0.00,0.00,1.00
530330060004009,0.00,0.00,1.00
530330060004010,0.00,0.00,1.00
530330060004011,0.00,0.00,1.00
530330060004012,0.00,0.00,1.00
530330060004013,0.00,0.00,1.00
530330060004014,1.00,0.00,0.00
530330060004015,0.00,0.00,1.00
530330060004016,0.00,0.00,1.00
530330060004017,0.00,0.00,1.00
530330060004018,0.00,0.00,1.00
530330060004019,0.00,0.00,1.00
530330060004020,0.00,0.00,1.00
530330061001000,0.00,0.00,1.00
530330061001001,0.00,0.00,1.00
530330061001002,0.00,0.00,1.00
530330061001003,0.00,0.00,1.00
530330061001004,0.00,0.00,1.00
530330061001005,0.00,0.00,1.00
530330061001006,0.00,0.00,1.00
530330061001007,0.00,0.00,1.00
530330061001008,0.00,0.00,1.00
530330061001009,0.00,0.00,1.00
530330061001010,0.00,0.00,1.00
530330061001011,0.00,0.00,1.00
530330061001012,0.00,0.00,1.00
530330061001013,0.00,0.00,1.00
530330061001014,0.00,0.00,1.00
530330061001015,0.00,0.00,1.00
530330061001016,0.00,0.00,1.00
530330061001017,0.00,0.00,1.00
530330061001018,0.00,0.00,1.00
530330061001019,0.00,0.00,1.00
530330061001020,0.00,0.00,1.00
530330061001021,0.00,0.00,1.00
530330061001022,0.00,0.00,1.00
530330061001023,0.00,0.00,1.00
530330061001024,0.00,0.00,1.00
530330061001025,0.00,0.00,1.00
530330061001026,0.00,0.00,1.00
530330061002000,0.00,0.00,1.00
530330061002001,0.00,0.00,1.00
530330061002002,0.00,0.00,1.00
530330061002003,0.00,0.00,1.00
530330061002004,0.00,0.00,1.00
530330061002005,0.00,0.00,1.00
530330061002006,0.00,0.00,1.00
530330061002007,0.00,0.00,1.00
530330061002008,0.00,0.00,1.00
530330061002009,0.00,0.00,1.00
530330061002010,0.00,0.00,1.00
530330061002011,0.00,0.00,1.00
530330061002012,0.00,0.00,1.00
530330061002013,0.00,0.00,1.00
530330061002014,0.00,0.00,1.00
530330061002015,0.00,0.00,1.00
530330061002016,0.00,0.00,1.00
530330061002017,0.00,0.00,1.00
530330061002018,0.00,0.00,1.00
530330061002019,0.00,0.00,1.00
530330061002020,0.00,0.00,1.00
530330061002021,0.00,0.00,1.00
530330061002022,0.00,0.00,1.00
530330061002023,0.00,0.00,1.00
530330061002024,0.00,0.00,1.00
530330061002025,0.00,0.00,1.00
530330061002026,0.00,0.00,1.00
530330061002027,0.00,0.00,1.00
530330061002028,0.00,0.00,1.00
530330061002029,0.00,0.00,1.00
530330061002030,0.00,0.00,1.00
530330061002031,0.00,0.00,1.00
530330061003000,0.00,0.00,1.00
530330061003001,0.00,0.00,1.00
530330061003002,0.00,0.00,1.00
530330061003003,0.00,0.00,1.00
530330061003004,0.00,0.00,1.00
530330061003005,0.00,0.00,1.00
530330061003006,0.00,0.00,1.00
530330061003007,0.00,0.00,1.00
530330061003008,0.00,0.00,1.00
530330061003009,0.00,0.00,1.00
530330061003010,0.00,0.00,1.00
530330061003011,0.00,0.00,1.00
530330061003012,0.00,0.00,1.00
530330061003013,0.00,0.00,1.00
530330061003014,0.00,0.00,1.00
530330061003015,0.00,0.00,1.00
530330061003016,0.00,0.00,1.00
530330061003017,0.00,0.00,1.00
530330061003018,0.00,0.00,1.00
530330061003019,0.00,0.00,1.00
530330061003020,0.00,0.00,1.00
530330061003021,0.00,0.00,1.00
530330061003022,0.00,0.00,1.00
530330061003023,0.00,0.00,1.00
530330061003024,0.00,0.00,1.00
530330061003025,0.00,0.00,1.00
530330061003026,0.00,0.00,1.00
530330061004000,0.00,0.00,1.00
530330061004001,0.00,0.00,1.00
530330061004002,0.00,0.00,1.00
530330061004003,0.00,0.00,1.00
530330061004004,0.00,0.00,1.00
530330061004005,0.00,0.00,1.00
530330061004006,0.00,0.00,1.00
530330061004007,0.00,0.00,1.00
530330061004008,0.00,0.00,1.00
530330061004009,0.00,0.00,1.00
530330061004010,0.00,0.00,1.00
530330061004011,0.00,0.00,1.00
530330061004012,0.00,0.00,1.00
530330061004013,0.00,0.00,1.00
530330061004014,0.00,0.00,1.00
530330062001000,0.00,0.00,1.00
530330062001001,0.00,0.00,1.00
530330062001002,0.00,0.00,1.00
530330062001003,0.00,0.00,1.00
530330062001004,0.00,0.00,1.00
530330062001005,0.00,0.00,1.00
530330062001006,0.00,0.00,1.00
530330062001007,0.00,0.00,1.00
530330062001008,0.00,0.00,1.00
530330062001009,0.00,0.00,1.00
530330062001010,0.00,0.00,1.00
530330062001011,0.00,0.00,1.00
530330062001012,0.00,0.00,1.00
530330062001013,0.00,0.00,1.00
530330062001014,0.00,0.00,1.00
530330062001015,0.00,0.00,1.00
530330062001016,0.00,0.00,1.00
530330062001017,0.00,0.00,1.00
530330062001018,0.00,0.00,1.00
530330062001019,0.00,0.00,1.00
530330062001020,0.00,0.00,1.00
530330062001021,0.00,0.00,1.00
530330062001022,0.00,0.00,1.00
530330062001023,0.00,0.00,1.00
530330062001024,0.00,0.00,1.00
530330062001025,0.00,0.00,1.00
530330062001026,0.00,0.00,1.00
530330062001027,0.00,0.00,1.00
530330062001028,0.00,0.00,1.00
530330062001029,0.00,0.00,1.00
530330062001030,0.00,0.00,1.00
530330062001031,0.00,0.00,1.00
530330062001032,0.00,0.00,1.00
530330062001033,0.00,0.00,1.00
530330062001034,0.00,0.00,1.00
530330062001035,0.00,0.00,1.00
530330062001036,0.00,0.00,1.00
530330062001037,0.00,0.00,1.00
530330062001038,0.00,0.00,1.00
530330062001039,0.00,0.00,1.00
530330062001040,0.00,0.00,1.00
530330062001041,0.00,0.00,1.00
530330062001042,0.00,0.00,1.00
530330062001043,0.00,0.00,1.00
530330062001044,0.00,0.00,1.00
530330062001045,0.00,0.00,1.00
530330062001046,0.00,0.00,1.00
530330062001047,0.00,0.00,1.00
530330062001048,0.00,0.00,1.00
530330062001049,0.00,0.00,1.00
530330062001050,0.00,0.00,1.00
530330062001051,0.00,0.00,1.00
530330062001052,0.00,0.00,1.00
530330062001053,0.00,0.00,1.00
530330062001054,0.00,0.00,1.00
530330062001055,0.00,0.00,1.00
530330062001056,0.00,0.00,1.00
530330062001057,0.00,0.00,1.00
530330062001058,0.00,0.00,1.00
530330062001059,0.00,0.00,1.00
530330062001060,0.00,0.00,1.00
530330062001061,0.00,0.00,1.00
530330062001062,0.00,0.00,1.00
530330062001063,0.00,0.00,1.00
530330062001064,0.00,0.00,1.00
530330062001065,0.00,0.00,1.00
530330062001066,0.00,0.00,1.00
530330062001067,0.00,0.00,1.00
530330062001068,0.00,0.00,1.00
530330062002000,0.00,0.00,1.00
530330062002001,1.00,0.00,0.00
530330062002002,0.00,0.00,1.00
530330062002003,0.00,0.00,1.00
530330062002004,0.00,0.00,1.00
530330062002005,0.00,0.00,1.00
530330062002006,0.00,0.00,1.00
530330062002007,0.00,0.00,1.00
530330062002008,0.00,0.00,1.00
530330062002009,0.00,0.00,1.00
530330062002010,0.00,0.00,1.00
530330062002011,0.00,0.00,1.00
530330062002012,0.00,0.00,1.00
530330062002013,0.00,0.00,1.00
530330062002014,0.00,0.00,1.00
530330062002015,0.00,0.00,1.00
530330062002016,0.00,0.00,1.00
530330062002017,0.00,0.00,1.00
530330062002018,0.00,0.00,1.00
530330062002019,0.00,0.00,1.00
530330062002020,0.00,0.00,1.00
530330062002021,0.00,0.00,1.00
530330062002022,0.00,0.00,1.00
530330062002023,0.00,0.00,1.00
530330062002024,0.00,0.00,1.00
530330062002025,0.00,0.00,1.00
530330062002026,0.00,0.00,1.00
530330062002027,0.00,0.00,1.00
530330062002028,0.00,0.00,1.00
530330062002029,0.00,0.00,1.00
530330062002030,0.00,0.00,1.00
530330062002031,0.00,0.00,1.00
530330062002032,0.00,0.00,1.00
530330062002033,0.00,0.00,1.00
530330062002034,0.00,0.00,1.00
530330062002035,0.00,0.00,1.00
530330062002036,0.00,0.00,1.00
530330062002037,0.00,0.00,1.00
530330062002038,0.00,0.00,1.00
530330062002039,0.00,0.00,1.00
530330062002040,0.00,0.00,1.00
530330062002041,0.00,0.00,1.00
530330062002042,0.00,0.00,1.00
530330062003000,0.00,0.00,1.00
530330062003001,0.00,0.00,1.00
530330062003002,0.00,0.00,1.00
530330062003003,0.00,0.00,1.00
530330062003004,0.00,0.00,1.00
530330062003005,0.00,0.00,1.00
530330062003006,0.00,0.00,1.00
530330062003007,0.00,0.00,1.00
530330062003008,0.00,0.00,1.00
530330062003009,0.00,0.00,1.00
530330062003010,0.00,0.00,1.00
530330062003011,0.00,0.00,1.00
530330062003012,0.00,0.00,1.00
530330062003013,0.00,0.00,1.00
530330062003014,0.00,0.00,1.00
530330062003015,0.00,0.00,1.00
530330062003016,0.00,0.00,1.00
530330062003017,0.00,0.00,1.00
530330062003018,0.00,0.00,1.00
530330062003019,0.00,0.00,1.00
530330063001000,0.00,0.00,1.00
530330063001001,0.00,0.00,1.00
530330063001002,0.00,0.00,1.00
530330063001003,0.00,0.00,1.00
530330063001004,0.00,0.00,1.00
530330063001005,0.00,0.00,1.00
530330063001006,0.00,0.00,1.00
530330063001007,0.00,0.00,1.00
530330063001008,0.00,0.00,1.00
530330063001009,0.00,0.00,1.00
530330063001010,0.00,0.00,1.00
530330063001011,0.00,0.00,1.00
530330063001012,0.00,0.00,1.00
530330063001013,0.00,0.00,1.00
530330063001014,0.00,0.00,1.00
530330063001015,0.00,0.00,1.00
530330063001016,0.00,0.00,1.00
530330063001017,0.00,0.00,1.00
530330063001018,0.00,0.00,1.00
530330063001019,0.00,0.00,1.00
530330063002000,0.00,0.00,1.00
530330063002001,0.00,0.00,1.00
530330063002002,0.00,0.00,1.00
530330063002003,0.00,0.00,1.00
530330063002004,0.00,0.00,1.00
530330063002005,0.00,0.00,1.00
530330063002006,0.00,0.00,1.00
530330063002007,0.00,0.00,1.00
530330063002008,0.00,0.00,1.00
530330063002009,0.00,0.00,1.00
530330063002010,0.00,0.00,1.00
530330063002011,0.00,0.00,1.00
530330063002012,0.00,0.00,1.00
530330063002013,0.00,0.00,1.00
530330063002014,0.00,0.00,1.00
530330063002015,0.00,0.00,1.00
530330063002016,0.00,0.00,1.00
530330063002017,0.00,0.00,1.00
530330063002018,0.00,0.00,1.00
530330063002019,0.00,0.00,1.00
530330063002020,0.00,0.00,1.00
530330063002021,0.00,0.00,1.00
530330063002022,0.00,0.00,1.00
530330063002023,0.00,0.00,1.00
530330063002024,0.00,0.00,1.00
530330063002025,0.00,0.00,1.00
530330063002026,0.00,0.00,1.00
530330063002027,0.00,0.00,1.00
530330063002028,0.00,0.00,1.00
530330063002029,0.00,0.00,1.00
530330063002030,0.00,0.00,1.00
530330063002031,0.00,0.00,1.00
530330063002032,0.00,0.00,1.00
530330063002033,0.00,0.00,1.00
530330063002034,0.00,0.00,1.00
530330063002035,0.00,0.00,1.00
530330063003000,0.00,0.00,1.00
530330063003001,0.00,0.00,1.00
530330063003002,0.00,0.00,1.00
530330063003003,0.00,0.00,1.00
530330063003004,0.00,0.00,1.00
530330063003005,0.00,0.00,1.00
530330063003006,0.00,0.00,1.00
530330063003007,0.00,0.00,1.00
530330063003008,0.00,0.00,1.00
530330063003009,0.00,0.00,1.00
530330063003010,0.00,0.00,1.00
530330063003011,0.00,0.00,1.00
530330063003012,0.00,0.00,1.00
530330063003013,0.00,0.00,1.00
530330063003014,0.00,0.00,1.00
530330063003015,0.00,0.00,1.00
530330063003016,0.00,0.00,1.00
530330063003017,0.00,0.00,1.00
530330063003018,0.00,0.00,1.00
530330063003019,0.00,0.00,1.00
530330063003020,0.00,0.00,1.00
530330063003021,0.00,0.00,1.00
530330063003022,0.00,0.00,1.00
530330063003023,0.00,0.00,1.00
530330063003024,0.00,0.00,1.00
530330063004000,0.00,0.00,1.00
530330063004001,0.00,0.00,1.00
530330063004002,0.00,0.00,1.00
530330063004003,0.00,0.00,1.00
530330063004004,0.00,0.00,1.00
530330063004005,0.00,0.00,1.00
530330063004006,0.00,0.00,1.00
530330063004007,0.00,0.00,1.00
530330063004008,0.00,0.00,1.00
530330063004009,0.00,0.00,1.00
530330063004010,0.00,0.00,1.00
530330063004011,0.00,0.00,1.00
530330063004012,0.00,0.00,1.00
530330063004013,0.00,0.00,1.00
530330063004014,0.00,0.00,1.00
530330063004015,0.00,0.00,1.00
530330063004016,0.00,0.00,1.00
530330063004017,0.00,0.00,1.00
530330063004018,0.00,0.00,1.00
530330063004019,0.00,0.00,1.00
530330063004020,0.00,0.00,1.00
530330063004021,0.00,0.00,1.00
530330063004022,0.00,0.00,1.00
530330063004023,0.00,0.00,1.00
530330063004024,0.00,0.00,1.00
530330063004025,0.00,0.00,1.00
530330063004026,0.00,0.00,1.00
530330063004027,0.00,0.00,1.00
530330064001000,0.00,0.00,1.00
530330064001001,0.00,0.00,1.00
530330064001002,0.00,0.00,1.00
530330064001003,0.00,0.00,1.00
530330064001004,0.00,0.00,1.00
530330064001005,0.00,0.00,1.00
530330064001006,0.00,0.00,1.00
530330064001007,0.00,0.00,1.00
530330064001008,0.00,0.00,1.00
530330064001009,0.00,0.00,1.00
530330064001010,0.00,0.00,1.00
530330064001011,0.00,0.00,1.00
530330064001012,0.00,0.00,1.00
530330064001013,0.00,0.00,1.00
530330064001014,0.00,0.00,1.00
530330064001015,0.00,0.00,1.00
530330064001016,0.00,0.00,1.00
530330064001017,0.00,0.00,1.00
530330064001018,0.00,0.00,1.00
530330064001019,0.00,0.00,1.00
530330064001020,0.00,0.00,1.00
530330064001021,0.00,0.00,1.00
530330064001022,0.00,0.00,1.00
530330064001023,0.00,0.00,1.00
530330064001024,0.00,0.00,1.00
530330064002000,0.00,0.00,1.00
530330064002001,0.00,0.00,1.00
530330064002002,0.00,0.00,1.00
530330064002003,0.00,0.00,1.00
530330064002004,0.00,0.00,1.00
